Variedad,Altura,Cantidad (L),Temperatura,pH,Tiempo de fermentación,Puntaje en taza,Categoria_Puntaje
5,1182.0,121.2,21.5,3.51,28.0,80.75,Bueno
7,1102.0,89.4,26.0,3.47,22.0,85.75,Muy bueno
5,948.0,2.7,23.2,4.44,29.0,76.0,No especial
1,1506.0,13.2,18.9,3.68,84.0,81.5,Bueno
10,1072.0,81.2,18.6,4.76,92.0,84.25,Bueno
8,1588.0,19.5,15.8,4.13,80.0,86.25,Muy bueno
1,1287.0,2.4,32.8,4.04,13.0,74.75,No especial
6,905.0,132.6,24.1,3.6,45.0,84.5,Bueno
9,1100.0,59.7,16.2,4.87,31.0,82.0,Bueno
3,1829.0,20.2,20.6,4.16,22.0,86.75,Muy bueno
6,821.0,5.0,19.6,4.52,24.0,80.0,No especial
10,1253.0,47.7,17.4,4.71,159.0,86.5,Muy bueno
2,1450.0,10.7,19.9,4.14,28.0,84.25,Bueno
10,1458.0,54.8,20.3,4.63,146.0,86.75,Muy bueno
9,913.0,91.4,27.1,4.63,36.0,83.0,Bueno
9,1530.0,40.6,16.3,4.28,142.0,85.0,Bueno
2,1750.0,8.1,17.3,3.99,49.0,87.0,Muy bueno
2,1454.0,3.3,32.0,4.12,14.0,72.0,No especial
2,879.0,13.6,31.5,4.16,21.0,78.0,No especial
2,1689.0,13.3,32.1,4.14,11.0,79.25,No especial
6,1214.0,106.9,27.8,3.47,26.0,81.25,Bueno
0,1902.0,10.4,20.1,4.04,26.0,85.75,Muy bueno
4,1163.0,8.4,31.9,3.98,29.0,73.75,No especial
0,2015.0,16.1,22.0,4.1,19.0,81.5,Bueno
4,796.0,2.4,15.1,4.69,12.0,73.5,No especial
2,1416.0,27.2,15.4,4.01,38.0,82.75,Bueno
9,1628.0,30.4,20.6,4.61,94.0,86.75,Muy bueno
0,1953.0,38.1,27.9,4.25,9.0,73.25,No especial
4,1310.0,54.4,15.4,3.86,44.0,84.5,Bueno
2,1902.0,43.2,26.4,3.56,18.0,84.5,Bueno
8,831.0,120.1,25.8,4.04,59.0,84.5,Bueno
10,1198.0,58.1,16.7,4.73,164.0,85.75,Muy bueno
10,836.0,94.9,22.7,4.2,108.0,86.25,Muy bueno
3,1494.0,19.7,32.6,3.77,20.0,74.5,No especial
9,1662.0,12.0,22.0,4.16,147.0,86.75,Muy bueno
9,953.0,79.0,19.3,4.53,61.0,82.25,Bueno
9,1152.0,12.0,17.4,5.07,21.0,83.25,Bueno
6,1727.0,45.4,23.3,3.88,61.0,86.25,Muy bueno
9,1021.0,3.0,27.8,4.32,32.0,83.75,Bueno
10,1069.0,76.2,17.0,4.53,156.0,85.5,Muy bueno
0,2042.0,9.6,26.9,3.96,11.0,86.0,Muy bueno
5,1214.0,2.6,15.3,4.65,16.0,75.5,No especial
6,1812.0,11.3,16.9,4.09,71.0,87.5,Muy bueno
10,978.0,143.9,22.6,4.97,45.0,83.75,Bueno
8,1178.0,10.3,20.3,4.65,25.0,79.25,No especial
7,436.0,100.5,28.4,4.3,88.0,83.75,Bueno
7,1154.0,5.3,16.7,4.65,25.0,76.5,No especial
6,974.0,8.8,29.6,4.15,24.0,78.25,No especial
6,915.0,3.1,31.3,4.48,28.0,85.25,Muy bueno
3,1219.0,34.1,16.7,3.96,33.0,76.25,No especial
2,1759.0,7.7,30.2,4.54,10.0,86.0,Muy bueno
10,882.0,102.9,20.6,4.58,144.0,85.75,Muy bueno
8,1434.0,73.2,20.4,4.12,103.0,86.0,Muy bueno
10,1068.0,80.3,19.7,4.7,101.0,84.75,Bueno
8,1532.0,55.2,21.0,3.78,63.0,86.5,Muy bueno
7,1356.0,86.2,22.6,3.43,27.0,86.0,Muy bueno
3,960.0,19.8,23.8,4.17,29.0,74.25,No especial
9,761.0,8.2,16.9,4.94,46.0,86.0,Muy bueno
4,1151.0,7.7,30.7,4.13,26.0,75.75,No especial
2,1828.0,35.1,23.9,3.76,22.0,84.75,Bueno
9,1182.0,144.2,24.0,5.1,14.0,84.0,Bueno
4,770.0,3.1,20.5,4.5,20.0,81.0,Bueno
8,964.0,126.3,19.1,4.84,17.0,81.25,Bueno
9,973.0,27.3,26.0,4.61,108.0,84.5,Bueno
6,1099.0,84.3,22.3,3.67,36.0,84.25,Bueno
5,1048.0,9.4,14.5,4.33,24.0,74.25,No especial
10,1030.0,62.1,16.9,4.54,166.0,85.5,Muy bueno
4,1894.0,10.5,18.8,4.13,52.0,87.5,Muy bueno
4,811.0,2.5,29.8,4.47,14.0,77.0,No especial
10,1096.0,62.1,17.2,4.73,152.0,85.5,Muy bueno
8,1013.0,6.1,30.0,4.44,30.0,81.25,Bueno
9,1226.0,79.1,22.0,4.34,124.0,86.5,Muy bueno
5,894.0,2.8,17.4,4.76,24.0,78.25,No especial
1,1408.0,21.3,14.4,3.82,44.0,85.25,Muy bueno
2,1642.0,29.8,29.7,4.24,16.0,81.5,Bueno
10,1044.0,11.1,17.6,4.95,78.0,86.75,Muy bueno
4,1656.0,5.0,15.7,4.22,32.0,87.0,Muy bueno
10,885.0,12.9,26.1,4.48,92.0,86.25,Muy bueno
2,866.0,5.9,32.9,4.24,13.0,79.5,No especial
1,1104.0,4.3,12.6,3.92,38.0,73.5,No especial
4,1106.0,27.8,31.8,3.66,24.0,76.5,No especial
10,1090.0,64.0,16.8,4.64,157.0,85.75,Muy bueno
10,1074.0,70.0,18.4,4.7,156.0,85.75,Muy bueno
3,1830.0,36.6,21.0,3.67,45.0,86.5,Muy bueno
7,1241.0,38.0,30.9,3.68,28.0,82.75,Bueno
2,1683.0,59.6,27.9,4.04,17.0,82.75,Bueno
6,1097.0,3.7,23.9,4.68,15.0,78.5,No especial
5,600.0,3.0,32.0,4.11,40.0,81.25,Bueno
4,820.0,11.5,20.9,4.21,38.0,74.25,No especial
9,1030.0,23.4,27.1,4.56,38.0,82.75,Bueno
1,1730.0,9.0,21.5,4.14,18.0,83.0,Bueno
2,815.0,6.8,12.3,4.18,38.0,74.0,No especial
9,1287.0,61.5,21.2,4.03,100.0,86.5,Muy bueno
2,980.0,33.9,13.6,3.78,49.0,75.25,No especial
4,1379.0,4.3,32.9,4.07,19.0,76.0,No especial
2,811.0,3.2,33.0,3.89,29.0,75.0,No especial
1,1212.0,42.9,13.8,3.94,54.0,77.25,No especial
3,1638.0,62.2,29.3,3.69,24.0,74.25,No especial
10,1017.0,89.0,19.0,4.61,91.0,84.75,Bueno
4,1136.0,2.9,29.3,4.0,34.0,73.0,No especial
2,1063.0,38.5,14.6,3.94,52.0,72.75,No especial
7,1125.0,6.2,14.3,4.99,14.0,79.0,No especial
5,1243.0,2.7,31.0,4.3,26.0,77.75,No especial
5,980.0,3.1,13.3,4.81,19.0,76.75,No especial
5,1147.0,2.8,13.4,4.87,12.0,74.5,No especial
10,1131.0,84.2,17.6,4.74,120.0,84.5,Bueno
9,906.0,107.6,20.2,4.63,77.0,82.75,Bueno
5,1385.0,48.9,21.3,3.85,39.0,84.25,Bueno
9,593.0,128.0,24.8,4.42,138.0,85.25,Muy bueno
1,1795.0,27.8,18.2,3.94,25.0,83.5,Bueno
10,885.0,23.5,21.1,4.8,133.0,86.5,Muy bueno
0,1992.0,12.4,21.6,3.93,10.0,84.0,Bueno
9,941.0,24.6,23.8,4.78,54.0,85.25,Muy bueno
8,1085.0,3.2,14.7,4.87,42.0,86.0,Muy bueno
7,970.0,2.6,20.9,4.96,14.0,83.5,Bueno
9,1156.0,60.8,22.0,4.4,92.0,82.5,Bueno
4,899.0,2.4,16.2,4.57,16.0,73.25,No especial
10,1106.0,95.1,19.1,4.68,112.0,84.75,Bueno
10,1289.0,58.0,17.1,4.41,164.0,86.5,Muy bueno
9,1108.0,37.6,16.0,4.81,51.0,84.0,Bueno
9,1162.0,5.7,22.0,4.71,24.0,82.25,Bueno
9,990.0,115.4,19.8,4.78,29.0,81.75,Bueno
4,735.0,6.8,24.3,4.46,22.0,83.25,Bueno
2,1352.0,21.5,17.3,4.29,24.0,84.75,Bueno
3,1394.0,8.7,28.3,4.51,19.0,86.75,Muy bueno
6,748.0,2.5,25.8,4.67,22.0,82.5,Bueno
10,1214.0,81.8,21.0,5.06,107.0,85.75,Muy bueno
5,1041.0,3.8,22.5,4.64,21.0,78.5,No especial
4,1079.0,2.7,17.6,4.48,17.0,73.25,No especial
1,2059.0,11.3,28.0,4.34,9.0,87.5,Muy bueno
0,2004.0,26.4,23.4,4.28,12.0,82.75,Bueno
9,1796.0,8.1,16.0,4.44,148.0,87.0,Muy bueno
10,1140.0,41.0,19.2,4.77,105.0,85.25,Muy bueno
7,1693.0,8.2,16.5,4.26,69.0,86.0,Muy bueno
8,1118.0,118.4,21.2,4.98,8.0,80.75,Bueno
1,1864.0,31.8,23.2,3.99,16.0,84.0,Bueno
9,1069.0,46.1,21.5,4.33,165.0,85.5,Muy bueno
1,1997.0,21.1,24.3,3.95,13.0,86.25,Muy bueno
8,1262.0,53.9,22.5,4.98,13.0,80.25,Bueno
10,960.0,103.1,20.1,4.62,134.0,85.0,Muy bueno
5,1657.0,6.0,14.5,4.13,47.0,87.0,Muy bueno
3,1032.0,24.4,15.4,3.87,48.0,74.25,No especial
8,807.0,79.0,21.5,4.59,62.0,82.75,Bueno
5,849.0,3.1,17.7,4.63,35.0,78.5,No especial
1,2017.0,18.4,25.3,3.84,20.0,79.5,No especial
9,884.0,181.2,23.0,4.9,24.0,83.5,Bueno
2,1572.0,19.1,16.4,4.1,35.0,85.5,Muy bueno
7,1199.0,2.7,25.8,4.48,18.0,80.5,Bueno
8,1072.0,153.9,24.1,4.89,12.0,80.0,No especial
1,1817.0,17.7,22.9,3.81,49.0,86.5,Muy bueno
5,1136.0,16.7,16.4,4.7,12.0,73.75,No especial
10,1059.0,75.1,17.0,4.48,139.0,84.75,Bueno
10,918.0,94.1,20.7,4.87,98.0,85.5,Muy bueno
1,1281.0,3.1,14.2,4.01,29.0,76.25,No especial
6,1032.0,5.7,17.4,4.6,48.0,75.25,No especial
7,763.0,100.5,17.6,4.45,62.0,80.25,Bueno
6,916.0,90.7,26.2,3.76,32.0,81.75,Bueno
4,1107.0,2.5,17.6,4.32,21.0,75.0,No especial
6,654.0,71.8,16.6,4.43,107.0,80.0,Bueno
9,1071.0,83.7,16.3,4.75,46.0,81.75,Bueno
8,863.0,80.1,20.8,4.45,47.0,81.5,Bueno
5,1382.0,98.9,24.1,3.5,34.0,81.75,Bueno
8,1046.0,47.6,18.0,4.79,30.0,81.5,Bueno
4,1056.0,126.7,29.8,3.43,20.0,80.25,Bueno
2,513.0,2.8,32.1,4.1,30.0,75.0,No especial
1,1832.0,41.2,23.9,3.95,15.0,83.75,Bueno
2,1893.0,15.1,18.6,4.09,25.0,87.0,Muy bueno
3,1094.0,68.2,21.4,3.65,25.0,75.0,No especial
6,1210.0,97.0,21.3,3.53,35.0,84.25,Bueno
7,1168.0,8.3,32.2,4.14,31.0,80.5,Bueno
9,957.0,32.3,28.3,4.35,43.0,82.25,Bueno
10,1101.0,59.3,20.2,4.89,81.0,84.75,Bueno
3,1739.0,20.1,16.3,3.71,40.0,86.75,Muy bueno
8,964.0,29.8,26.3,4.34,91.0,82.75,Bueno
0,1903.0,14.2,18.1,4.02,17.0,81.25,Bueno
7,1162.0,23.9,19.5,4.55,24.0,78.5,No especial
1,2035.0,7.8,22.8,4.14,22.0,87.5,Muy bueno
7,1027.0,77.2,21.0,4.59,30.0,78.5,No especial
4,1089.0,156.6,19.2,3.68,22.0,80.25,Bueno
4,863.0,61.7,14.5,3.72,47.0,76.75,No especial
9,965.0,99.1,20.6,4.62,60.0,82.75,Bueno
7,894.0,67.0,25.7,3.97,32.0,81.75,Bueno
1,1575.0,34.4,31.6,3.82,25.0,72.5,No especial
4,1278.0,54.2,14.0,3.64,58.0,84.25,Bueno
4,1913.0,15.2,21.8,4.33,24.0,87.0,Muy bueno
9,791.0,106.8,24.6,3.91,83.0,85.5,Muy bueno
2,1282.0,2.4,29.8,4.26,7.0,85.25,Muy bueno
4,1080.0,2.5,32.9,4.41,10.0,82.0,Bueno
9,1042.0,86.8,19.0,4.72,37.0,81.5,Bueno
2,1282.0,44.6,16.7,3.83,33.0,81.5,Bueno
2,1968.0,22.0,24.7,4.09,21.0,87.0,Muy bueno
1,1900.0,20.2,20.6,4.0,22.0,86.5,Muy bueno
4,905.0,43.0,16.9,3.98,34.0,74.75,No especial
6,965.0,66.1,30.9,3.72,31.0,81.5,Bueno
6,1735.0,3.6,18.0,4.13,58.0,86.0,Muy bueno
10,1120.0,77.3,17.1,4.77,108.0,85.25,Muy bueno
8,1457.0,13.1,19.3,4.33,44.0,86.0,Muy bueno
8,850.0,141.5,19.1,4.79,22.0,81.0,Bueno
10,1051.0,99.2,20.7,4.86,111.0,86.0,Muy bueno
1,1981.0,22.1,25.8,3.87,20.0,86.25,Muy bueno
1,1165.0,12.7,13.3,4.02,22.0,79.75,No especial
2,1653.0,20.0,32.3,4.08,12.0,77.5,No especial
9,1020.0,99.3,20.7,4.69,56.0,83.25,Bueno
2,714.0,2.4,32.7,4.71,12.0,77.75,No especial
1,1105.0,39.7,13.3,3.91,29.0,77.5,No especial
10,1131.0,46.2,17.7,4.74,144.0,85.25,Muy bueno
6,1442.0,68.1,20.3,3.93,45.0,85.0,Muy bueno
10,1389.0,69.8,20.3,4.61,86.0,85.5,Muy bueno
8,1284.0,90.3,21.4,3.62,70.0,86.5,Muy bueno
5,1199.0,2.8,27.2,4.33,21.0,76.25,No especial
5,633.0,2.4,32.9,4.35,20.0,81.0,Bueno
4,1897.0,10.2,17.2,3.94,72.0,87.25,Muy bueno
0,2088.0,8.0,23.2,4.21,9.0,78.75,No especial
9,865.0,113.5,22.5,4.61,71.0,83.5,Bueno
2,1279.0,21.7,21.4,4.12,23.0,83.25,Bueno
4,1179.0,89.3,19.0,3.75,27.0,81.5,Bueno
1,1868.0,43.0,25.6,4.0,10.0,85.25,Muy bueno
8,839.0,50.6,30.6,4.38,58.0,83.5,Bueno
7,1083.0,11.6,31.1,3.83,25.0,78.75,No especial
8,1109.0,38.9,14.4,4.86,36.0,82.0,Bueno
1,782.0,9.1,32.8,3.92,26.0,73.75,No especial
1,1564.0,143.4,27.6,4.11,15.0,74.5,No especial
1,1873.0,36.7,24.9,3.78,21.0,84.25,Bueno
1,1671.0,10.9,21.2,4.16,17.0,82.5,Bueno
4,1840.0,5.6,25.6,4.38,39.0,87.5,Muy bueno
3,749.0,147.2,28.8,3.69,23.0,80.25,Bueno
3,1155.0,45.4,25.8,3.68,40.0,74.75,No especial
10,1229.0,66.2,16.8,4.7,165.0,85.75,Muy bueno
10,1021.0,94.8,19.0,4.68,142.0,86.0,Muy bueno
4,1036.0,77.7,18.1,3.65,37.0,78.0,No especial
2,1761.0,20.2,18.8,3.95,33.0,86.5,Muy bueno
10,1236.0,68.5,17.5,4.73,166.0,86.0,Muy bueno
2,1526.0,14.6,14.2,3.88,52.0,85.5,Muy bueno
3,1175.0,89.2,16.4,3.73,47.0,78.5,No especial
1,1512.0,2.4,31.4,4.4,10.0,87.25,Muy bueno
2,1160.0,27.4,15.3,3.97,54.0,75.75,No especial
2,1444.0,53.6,17.1,3.69,38.0,75.25,No especial
5,934.0,80.8,19.1,4.0,44.0,80.5,Bueno
9,1042.0,78.5,17.7,4.68,94.0,84.0,Bueno
8,1021.0,3.2,23.4,4.65,24.0,82.25,Bueno
7,922.0,107.3,17.5,4.23,78.0,82.75,Bueno
10,1032.0,82.7,17.4,4.59,159.0,86.0,Muy bueno
8,920.0,10.4,25.2,4.59,44.0,83.25,Bueno
6,714.0,60.7,24.8,4.3,125.0,80.5,Bueno
4,1378.0,25.4,16.7,3.97,40.0,86.5,Muy bueno
10,1029.0,82.3,18.0,4.72,161.0,86.0,Muy bueno
4,1222.0,152.5,30.3,3.45,24.0,76.0,No especial
4,1209.0,2.6,31.1,4.17,26.0,74.5,No especial
2,1651.0,18.8,15.8,3.87,57.0,85.75,Muy bueno
10,1102.0,93.0,17.2,4.84,79.0,83.75,Bueno
10,1058.0,79.9,22.5,4.65,88.0,84.25,Bueno
10,986.0,86.7,20.1,4.6,161.0,85.75,Muy bueno
10,1060.0,78.2,17.5,4.74,150.0,86.0,Muy bueno
8,1693.0,7.8,16.2,4.26,109.0,87.0,Muy bueno
3,917.0,8.0,17.6,4.3,43.0,74.25,No especial
7,890.0,95.7,19.2,4.5,31.0,82.5,Bueno
10,1142.0,85.0,18.4,4.89,117.0,84.75,Bueno
1,1936.0,5.5,33.0,4.32,6.0,79.5,No especial
9,925.0,84.4,22.2,4.0,112.0,86.75,Muy bueno
6,824.0,139.5,26.3,4.54,23.0,78.0,No especial
7,1207.0,19.4,28.4,4.52,18.0,78.25,No especial
8,1466.0,24.7,17.3,4.28,138.0,85.5,Muy bueno
2,1877.0,9.1,19.9,4.25,28.0,87.25,Muy bueno
0,2060.0,43.2,32.1,4.24,7.0,80.5,Bueno
4,844.0,64.1,17.4,3.67,38.0,76.0,No especial
2,1568.0,2.5,19.2,3.96,20.0,82.75,Bueno
5,1283.0,2.7,22.0,4.42,16.0,75.0,No especial
9,845.0,178.8,23.6,4.83,35.0,82.75,Bueno
9,951.0,96.5,21.2,4.69,48.0,83.0,Bueno
7,840.0,118.7,25.5,3.81,39.0,83.75,Bueno
0,2027.0,6.5,18.3,4.07,18.0,78.75,No especial
5,1592.0,55.6,24.2,3.99,37.0,86.0,Muy bueno
10,1751.0,24.8,17.8,4.35,132.0,87.0,Muy bueno
5,1183.0,2.6,32.8,4.09,23.0,77.5,No especial
5,887.0,45.2,14.7,4.34,46.0,77.25,No especial
5,1127.0,13.6,17.4,4.48,22.0,74.75,No especial
5,1417.0,42.2,30.0,3.96,26.0,81.25,Bueno
10,1334.0,65.6,22.8,4.85,139.0,86.0,Muy bueno
10,1123.0,50.5,19.0,4.85,116.0,86.0,Muy bueno
1,1635.0,38.4,16.3,3.97,34.0,75.0,No especial
2,1430.0,20.2,24.7,3.81,61.0,73.0,No especial
3,2001.0,19.1,24.4,3.75,25.0,87.25,Muy bueno
10,1219.0,39.3,17.7,4.87,145.0,86.5,Muy bueno
9,1046.0,57.4,25.8,4.54,54.0,83.5,Bueno
2,1166.0,29.0,14.6,4.04,29.0,78.5,No especial
3,865.0,71.1,23.5,3.71,29.0,75.75,No especial
5,1340.0,85.1,23.1,3.54,36.0,81.25,Bueno
2,1562.0,62.6,17.9,3.96,27.0,81.75,Bueno
7,652.0,3.3,19.2,4.7,84.0,84.25,Bueno
5,836.0,15.8,13.6,4.47,43.0,75.75,No especial
8,1054.0,68.5,16.9,4.71,55.0,83.0,Bueno
4,971.0,5.1,29.4,4.22,20.0,77.5,No especial
6,784.0,20.0,15.6,4.69,46.0,81.25,Bueno
9,1277.0,66.6,18.0,3.96,142.0,86.25,Muy bueno
1,408.0,2.6,29.6,4.04,29.0,74.0,No especial
5,1381.0,2.8,32.3,3.9,20.0,74.75,No especial
2,1889.0,20.2,21.0,3.76,14.0,87.25,Muy bueno
4,1316.0,5.1,32.8,3.81,28.0,75.25,No especial
5,904.0,76.3,25.3,4.41,27.0,76.5,No especial
3,839.0,43.7,16.0,3.92,33.0,74.0,No especial
6,1038.0,102.1,20.1,3.54,36.0,82.75,Bueno
3,691.0,32.0,23.0,3.95,48.0,76.75,No especial
0,1947.0,19.6,22.2,4.07,15.0,84.75,Bueno
3,1230.0,28.7,24.6,3.82,39.0,72.75,No especial
10,1061.0,86.0,20.4,4.92,127.0,85.75,Muy bueno
9,1025.0,113.2,26.1,4.84,20.0,83.5,Bueno
3,1371.0,89.7,25.1,4.02,27.0,77.0,No especial
0,1867.0,30.2,21.4,4.03,14.0,82.25,Bueno
5,1661.0,16.5,15.1,3.8,84.0,86.75,Muy bueno
10,1249.0,58.0,16.5,4.78,165.0,86.25,Muy bueno
6,946.0,100.9,15.8,4.41,26.0,79.0,No especial
7,1275.0,2.5,32.8,4.46,21.0,81.25,Bueno
9,1463.0,50.9,19.8,4.05,145.0,86.5,Muy bueno
0,2073.0,27.3,30.3,4.48,6.0,81.5,Bueno
2,1637.0,19.8,31.7,4.01,24.0,77.75,No especial
6,1814.0,15.5,27.4,4.3,21.0,86.75,Muy bueno
6,942.0,71.7,30.4,3.81,24.0,80.0,Bueno
1,1367.0,15.3,29.2,3.92,17.0,73.25,No especial
8,1119.0,14.1,18.5,4.88,30.0,81.5,Bueno
4,1183.0,13.4,20.1,4.06,76.0,80.5,Bueno
7,1660.0,63.7,24.0,3.92,48.0,86.0,Muy bueno
9,1120.0,15.0,27.3,4.54,58.0,85.25,Muy bueno
5,1084.0,3.9,25.6,4.47,19.0,76.75,No especial
9,1530.0,14.7,24.4,4.46,54.0,87.5,Muy bueno
9,1515.0,22.6,17.3,4.46,92.0,85.5,Muy bueno
10,1174.0,77.1,20.2,5.01,142.0,86.25,Muy bueno
2,1350.0,24.4,24.9,4.04,28.0,78.25,No especial
4,1575.0,113.6,29.5,3.71,21.0,75.0,No especial
0,1995.0,18.2,25.2,3.89,10.0,86.5,Muy bueno
3,819.0,34.2,27.3,4.0,46.0,87.5,Muy bueno
7,1024.0,7.4,21.4,4.66,22.0,80.25,Bueno
8,1131.0,90.6,17.3,4.21,111.0,83.75,Bueno
3,1831.0,4.3,16.9,4.09,45.0,87.25,Muy bueno
8,430.0,151.9,26.4,4.24,128.0,85.0,Bueno
6,1394.0,8.1,30.8,4.66,11.0,76.0,No especial
8,1377.0,65.5,20.0,3.41,25.0,87.25,Muy bueno
6,1255.0,3.3,32.6,4.02,26.0,77.75,No especial
3,1046.0,67.4,20.9,3.89,25.0,73.25,No especial
2,1221.0,63.2,23.1,3.89,24.0,83.25,Bueno
10,1377.0,60.7,18.3,4.92,165.0,86.5,Muy bueno
4,1404.0,6.8,23.2,3.99,109.0,87.0,Muy bueno
10,1032.0,89.3,20.1,4.62,155.0,85.75,Muy bueno
5,1455.0,4.6,32.4,4.26,26.0,80.5,Bueno
1,1230.0,8.5,17.0,4.09,31.0,77.5,No especial
9,1611.0,20.6,15.6,4.28,150.0,86.0,Muy bueno
4,978.0,3.7,19.2,4.24,56.0,77.0,No especial
1,1935.0,10.9,19.2,4.11,19.0,87.25,Muy bueno
5,1885.0,20.2,22.8,3.75,61.0,87.25,Muy bueno
4,1029.0,2.9,12.4,4.86,13.0,75.25,No especial
10,961.0,73.6,17.4,4.81,70.0,83.5,Bueno
6,1183.0,16.4,30.2,4.0,22.0,76.25,No especial
1,1999.0,15.4,23.5,3.92,19.0,85.75,Muy bueno
6,1474.0,39.4,20.4,3.91,27.0,85.5,Muy bueno
3,1490.0,8.9,32.7,4.11,20.0,79.25,No especial
2,1609.0,4.3,17.4,4.1,25.0,85.5,Muy bueno
4,911.0,28.0,32.9,3.46,27.0,81.5,Bueno
4,1243.0,76.4,31.8,3.44,34.0,74.25,No especial
7,931.0,121.5,22.3,4.05,42.0,82.5,Bueno
7,1111.0,3.4,21.5,4.64,21.0,81.0,Bueno
3,1509.0,2.4,33.0,4.03,26.0,74.75,No especial
1,1421.0,6.9,24.0,3.87,25.0,76.5,No especial
5,1867.0,19.6,21.6,4.06,66.0,86.5,Muy bueno
2,1456.0,24.5,17.9,3.83,56.0,82.5,Bueno
3,862.0,17.5,13.9,4.15,49.0,74.75,No especial
7,1654.0,26.2,15.8,3.97,90.0,86.5,Muy bueno
3,1335.0,87.6,28.4,3.79,26.0,77.75,No especial
9,581.0,121.5,23.9,4.45,139.0,86.0,Muy bueno
4,830.0,150.1,20.7,3.68,22.0,80.0,No especial
8,829.0,61.3,16.5,4.6,113.0,83.0,Bueno
8,826.0,137.4,23.6,4.06,71.0,84.0,Bueno
5,453.0,5.4,27.8,4.47,72.0,86.75,Muy bueno
5,1084.0,168.2,16.2,4.01,21.0,81.25,Bueno
8,1597.0,43.6,18.6,3.53,58.0,87.0,Muy bueno
4,1014.0,52.9,30.5,3.77,20.0,76.0,No especial
4,1226.0,8.6,25.7,3.82,39.0,73.25,No especial
3,1377.0,58.0,24.3,3.92,33.0,77.0,No especial
2,1209.0,42.9,14.6,4.07,23.0,78.75,No especial
7,1240.0,3.7,29.8,4.69,18.0,82.0,Bueno
3,1499.0,28.0,15.6,4.03,28.0,83.0,Bueno
4,398.0,22.6,32.9,3.74,52.0,82.5,Bueno
8,876.0,2.7,15.1,5.06,11.0,85.5,Muy bueno
3,835.0,12.8,13.3,4.63,11.0,74.0,No especial
2,1180.0,57.9,33.0,3.79,16.0,73.75,No especial
10,1141.0,88.2,18.3,4.64,109.0,84.0,Bueno
2,1501.0,20.9,27.2,3.99,28.0,74.5,No especial
2,1420.0,56.2,18.3,3.89,20.0,82.25,Bueno
7,967.0,20.2,31.3,3.6,30.0,82.0,Bueno
7,1083.0,73.4,25.1,5.01,12.0,82.5,Bueno
5,936.0,78.9,15.1,4.63,11.0,76.0,No especial
5,1965.0,21.1,24.1,4.12,49.0,87.0,Muy bueno
4,1090.0,2.6,28.7,4.27,20.0,73.25,No especial
2,306.0,55.8,32.2,4.05,92.0,80.0,No especial
9,1211.0,4.7,24.2,4.48,140.0,87.5,Muy bueno
6,1101.0,108.6,18.5,3.8,49.0,83.5,Bueno
10,1156.0,65.7,17.2,4.95,164.0,86.25,Muy bueno
10,1323.0,44.0,18.7,4.22,158.0,87.0,Muy bueno
3,1227.0,70.8,16.0,3.71,37.0,80.75,Bueno
2,1006.0,20.6,15.7,4.1,38.0,75.0,No especial
7,1410.0,82.6,23.9,4.03,41.0,85.25,Muy bueno
10,1285.0,86.0,20.2,5.0,78.0,85.25,Muy bueno
10,1210.0,66.7,17.8,4.67,163.0,85.25,Muy bueno
2,1523.0,108.5,32.6,3.68,17.0,79.75,No especial
4,1602.0,17.6,17.3,4.08,37.0,84.25,Bueno
8,451.0,3.0,31.5,4.61,65.0,87.0,Muy bueno
4,815.0,44.9,16.4,4.27,27.0,75.25,No especial
5,1222.0,87.8,14.6,3.49,59.0,83.5,Bueno
5,559.0,84.2,24.2,4.31,62.0,81.0,Bueno
5,953.0,2.4,14.7,4.82,13.0,83.75,Bueno
9,1182.0,65.6,15.9,4.77,52.0,82.75,Bueno
6,1159.0,180.0,21.4,4.44,16.0,81.0,Bueno
1,1995.0,18.9,26.1,3.79,22.0,86.75,Muy bueno
3,605.0,51.8,17.1,3.83,48.0,78.5,No especial
1,1849.0,31.7,24.5,3.94,11.0,86.5,Muy bueno
3,801.0,11.0,25.9,4.03,41.0,74.25,No especial
3,842.0,54.2,13.9,4.13,33.0,76.0,No especial
7,1169.0,85.0,27.7,3.44,29.0,85.5,Muy bueno
3,783.0,64.6,32.2,3.56,27.0,75.75,No especial
1,1421.0,44.0,16.4,4.02,47.0,80.0,Bueno
4,561.0,84.3,28.0,4.16,77.0,78.0,No especial
7,769.0,3.3,19.4,4.96,15.0,85.5,Muy bueno
4,930.0,93.5,14.2,3.52,47.0,75.25,No especial
10,1098.0,84.9,21.3,4.3,71.0,85.75,Muy bueno
4,1436.0,31.8,19.0,4.13,29.0,85.25,Muy bueno
7,937.0,87.4,16.5,4.49,55.0,81.5,Bueno
3,825.0,33.9,26.4,3.97,29.0,74.75,No especial
5,1424.0,62.0,26.1,3.6,22.0,85.75,Muy bueno
7,1107.0,2.9,20.2,4.61,23.0,85.25,Muy bueno
0,2065.0,14.2,23.6,4.21,8.0,77.25,No especial
6,814.0,2.4,32.1,4.38,15.0,81.75,Bueno
6,608.0,129.6,27.9,4.15,50.0,82.5,Bueno
10,1191.0,69.4,17.9,4.72,161.0,86.0,Muy bueno
10,1247.0,74.1,18.9,5.0,120.0,85.75,Muy bueno
5,1259.0,102.8,17.1,3.64,49.0,84.5,Bueno
5,1080.0,111.3,16.4,3.57,44.0,82.25,Bueno
